"uid","wave","wvsccode","year","region","censusd","censusr","raceethnic","white","black","hispanic","party","gop","strongleader","armyrule","expertdecision","havedem","demtaxrich","demrelig","demchooseleaders","demaidunemp","demarmycoup","demcivilrights","demeconomy","demcriminals","dempeoplelaws","demwomenrights","demincome","demimp","democraticness","age","female","unemployed","satisfin","ideo","socialclass","incscale","educat","hsedorless","lessthanhs","collegeed","educatr","emancvalues","kid_ind","kid_imag","kid_obed","laut","se_laut","menjob","menleaders","boycollege","lequ","se_lequ","hj","aj","dj","lcho","se_lcho","acsay","apsay","lvoi","se_lvoi","lemanc","sldummy","hddummy","z_sl","z_age","z_ideo","z_lemanc","z_laut","z_lequ","z_lcho","z_lvoi","z_incscale"
41,3,840,1995,5,"West South Central","South","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,42,0,0,8,3,3,9,8,0,0,1,"College educated",0.772037,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,10,7,8,0.967637832689261,0.357676346165384,0,3,-0.374409573005362,0.709746375045413,0.27414293143961,0,0,-0.439346877008906,-0.176830607517154,-0.464297329237733,0.376274954174216,0.67852620437566,-0.039452653927551,0.682457853746213,-0.397371984110741,0.703552664201048
42,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,1,3,1,3,,,,,,,,,,,,,,,1,0,5,4,1,7,5,1,0,0,"Did not finish HS",0.563287,1,0,0,-0.839208135807794,0.650680871032117,2,3,3,-0.303593230664265,0.462428387961549,5,5,6,0.163178073216785,0.345337292490956,2,1,0.909168065821029,0.679304338542695,-0.0176138068585614,0,0,-0.439346877008906,,-0.203441080370862,0.0791913333180655,-0.524151266051314,-0.039452653927551,0.226673761455708,0.474742506281776,0.302063268822093
43,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,4,1,4,,,,,,,,,,,,,,65,0,0,6,5,1,7,5,1,0,0,"Did not finish HS",0.581945,1,0,1,0.471476466386469,0.757386361734995,3,2,2,-1.5372586119108,0.304446815316347,5,5,5,0.0168440924120447,0.358559113607754,2,2,1.07704355996514,0.675698282198414,0.00702637671321382,0,0,-0.439346877008906,0.462069561850322,0.0574151684960099,0.104281396350584,0.433438133573981,-0.725809187754878,0.143765076680623,0.588803897347104,0.302063268822093
44,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,67,1,0,5,5,1,7,4,1,0,0,"HS grad",0.563842,0,1,1,0.413389421389005,0.748155754372448,2,3,1,-2.10106976626126,0.368806709534873,3,5,5,-0.102533659560628,0.359471440713859,2,1,0.909168065821029,0.679304338542695,-0.220261484652963,0,0,-0.439346877008906,0.51762609831706,0.0574151684960099,-0.127156277463505,0.390999595384086,-1.03948863075112,0.076129026919445,0.474742506281776,0.302063268822093
45,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,2,4,1,3,,,,,,,,,,,,,,65,0,0,6,5,1,7,4,1,0,0,"HS grad",0.35375,1,0,1,0.471476466386469,0.757386361734995,1,1,1,-2.44725129518392,0.446668057258937,3,4,5,-0.261458273928272,0.339903270597706,1,1,0.212692492770619,0.568754066178133,-0.506135152488777,0,0,0.128807631789148,0.462069561850322,0.0574151684960099,-0.41824941499816,0.433438133573981,-1.23208863224125,-0.0139131538723882,0.00152887191442893,0.302063268822093
46,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,1,3,1,4,,,,,,,,,,,,,,36,1,0,5,5,1,6,5,1,0,0,"Did not finish HS",0.531019,1,0,1,0.471476466386469,0.757386361734995,2,1,3,-0.703434580010342,0.475682376748801,1,1,3,-1.25847352079993,0.456107328317005,2,2,1.07704355996514,0.675698282198414,-0.103347018614664,0,0,-0.439346877008906,-0.343500216917365,0.0574151684960099,-0.00810719190091398,0.433438133573981,-0.261906592239995,-0.578793726137655,0.588803897347104,0.101318571132615
47,3,840,1995,1,"New England","Northeast","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,82,0,0,8,6,3,6,8,0,0,1,"College educated",0.383287,1,1,0,-0.612234012944615,0.639568281421648,2,2,2,-1.54103484584936,0.304364701564614,1,2,4,-0.737512507842681,0.360742621712219,0,1,-0.707339238667621,0.723983984503147,-0.899530151326069,0,0,-0.439346877008906,0.934300121817588,0.318271417362881,-0.818827003584454,-0.358323412669074,-0.727910116318156,-0.283631986083478,-0.623577845698569,0.101318571132615
48,3,840,1995,1,"New England","Northeast","White",1,0,0,"Democrat",0,4,4,,4,,,,,,,,,,,,,,47,0,0,7,4,2,8,4,1,0,0,"HS grad",0.616111,1,1,0,-0.612234012944615,0.639568281421648,2,3,3,-0.303593230664265,0.462428387961549,5,5,5,0.0168440924120447,0.358559113607754,1,2,0.338874257656122,0.562154073339517,-0.140027223385179,1,0,1.26511664938526,-0.0379392663503112,-0.203441080370862,-0.0454571023452542,-0.358323412669074,-0.039452653927551,0.143765076680623,0.087261859348337,0.50280796651157
49,3,840,1995,1,"New England","Northeast","White",1,0,0,"Republican",1,1,3,1,4,,,,,,,,,,,,,,45,0,0,6,2,3,8,7,0,0,0,"Some college",0.658611,1,1,0,-0.612234012944615,0.639568281421648,2,3,3,-0.303593230664265,0.462428387961549,1,7,7,0.388264846188408,0.40141321560792,1,3,0.451837526554453,0.570289024264847,-0.0189312177165048,0,0,-0.439346877008906,-0.0934958028170483,-0.725153578104604,0.077849869226727,-0.358323412669074,-0.039452653927551,0.354201545533739,0.164013666725114,0.50280796651157
50,3,840,1995,8,"Mountain","West","White",1,0,0,"Republican",1,1,2,1,3,,,,,,,,,,,,,,37,1,0,7,7,3,8,6,1,0,0,"HS grad",0.485139,1,0,1,0.471476466386469,0.757386361734995,2,3,4,0.825436691047461,0.470971794120509,3,1,5,-0.662042009512357,0.39842153243615,0,1,-0.707339238667621,0.723983984503147,-0.0181170226865121,0,0,-0.439346877008906,-0.315721948683997,0.579127666229753,0.0786789297961734,0.433438133573981,0.588689365321134,-0.240872541411248,-0.623577845698569,0.50280796651157
51,3,840,1995,8,"Mountain","West","White",1,0,0,"Republican",1,1,1,2,3,,,,,,,,,,,,,,78,0,0,8,6,1,4,6,1,0,0,"HS grad",0.24412,0,0,1,0.125631677910071,0.702699549491361,1,3,2,-1.42890890025337,0.31262271779401,1,1,5,-0.93819958791454,0.452050157742635,0,1,-0.707339238667621,0.723983984503147,-0.737204012231365,0,0,-0.439346877008906,0.823187048884113,0.318271417362881,-0.653537120501894,0.18076307902141,-0.665528228537848,-0.397335595925896,-0.623577845698569,-0.30017082424634
52,3,840,1995,8,"Mountain","West","White",1,0,0,"Independent",0,3,4,2,4,,,,,,,,,,,,,,21,0,0,3,,1,6,6,1,0,0,"HS grad",0.366389,0,0,0,-1.12733674839528,0.684164779269578,2,2,3,-0.58958635123165,0.469927477417546,1,3,5,-0.483266512529623,0.36387987334795,1,2,0.338874257656122,0.562154073339517,-0.465328838625108,1,0,0.696962140587202,-0.760174240417893,,-0.376698061130124,-0.734658740298445,-0.198566502719149,-0.139583413326717,0.087261859348337,0.101318571132615
53,3,840,1995,8,"Mountain","West","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,34,0,0,7,7,3,7,8,0,0,1,"College educated",0.48237,0,1,0,-0.882860183803518,0.654531176815778,3,,4,1.00698226905575,0.587138374015045,1,1,5,-0.93819958791454,0.452050157742635,1,3,0.451837526554453,0.570289024264847,-0.0905599940269649,0,0,-0.439346877008906,-0.399056753384102,0.579127666229753,0.00491329765709577,-0.556043559866821,0.689693248179174,-0.397335595925896,0.164013666725114,0.302063268822093
54,3,840,1995,8,"Mountain","West","White",1,0,0,"Republican",1,1,2,1,4,,,,,,,,,,,,,,66,1,0,9,6,3,5,8,0,0,1,"College educated",0.345361,0,0,0,-1.12733674839528,0.684164779269578,3,3,3,-0.29484427912668,0.461490663622847,,5,6,0.164264243834041,0.391688739284608,0,2,-0.508587718237694,0.705259242403882,-0.441626125481403,0,0,-0.439346877008906,0.489847830083691,0.318271417362881,-0.35256258482229,-0.734658740298445,-0.0345851265224349,0.227289154933169,-0.488538035319067,-0.0994261265568622
55,3,840,1995,8,"Mountain","West","White",1,0,0,"Democrat",0,1,3,1,4,,,,,,,,,,,,,,43,1,0,2,1,3,5,7,0,0,0,"Some college",0.948241,1,1,1,0.806936696738806,0.807703825651919,2,4,4,1.24614257487763,0.621290673642376,10,9,10,1.57042778484986,0.386806360271362,2,2,1.07704355996514,0.675698282198414,1.17513765410786,0,0,-0.439346877008906,-0.149052339283785,-0.986009826971476,1.29372000152394,0.67852620437566,0.822751402382329,1.02398155080164,0.588803897347104,-0.0994261265568622
56,3,840,1995,8,"Mountain","West","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,76,0,0,0,4,1,2,1,1,1,0,"Did not finish HS",0.224121,0,0,0,-1.12733674839528,0.684164779269578,1,1,1,-2.44725129518392,0.446668057258937,1,6,9,0.441436791681988,0.403126459912557,1,1,0.212692492770619,0.568754066178133,-0.730114689781649,0,0,-0.439346877008906,0.767630512417376,-0.203441080370862,-0.646318361493744,-0.734658740298445,-1.23208863224125,0.384327262360151,0.00152887191442893,-0.701660219625295
57,3,840,1995,8,"Mountain","West","White",1,0,0,"Democrat",0,3,2,1,4,,,,,,,,,,,,,,76,1,0,4,4,1,2,2,1,1,0,"Did not finish HS",0.518241,0,0,1,0.125631677910071,0.702699549491361,1,4,2,-1.36804837780042,0.328350267088716,1,5,5,-0.244221534104537,0.391797919235855,2,3,1.27921546321946,0.704466352955178,-0.0518556926938562,1,0,0.696962140587202,0.767630512417376,-0.203441080370862,0.0443242605360276,0.18076307902141,-0.631668141456925,-0.00414730577109813,0.726167653963756,-0.701660219625295
58,3,840,1995,8,"Mountain","West","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,59,0,0,9,4,1,5,2,1,1,0,"Did not finish HS",0.61287,1,0,1,0.471476466386469,0.757386361734995,2,3,1,-2.10106976626126,0.368806709534873,1,5,10,0.226426421269719,0.437633097061324,1,3,0.451837526554453,0.570289024264847,-0.237832338012655,0,0,-0.439346877008906,0.295399952450111,-0.203441080370862,-0.14504793874296,0.433438133573981,-1.03948863075112,0.262508482293807,0.164013666725114,-0.0994261265568622
59,3,840,1995,8,"Mountain","West","White",1,0,0,"Democrat",0,3,4,4,4,,,,,,,,,,,,,,25,1,0,4,4,1,6,6,1,0,0,"HS grad",0.614629,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,1,1,6,-0.741907728068249,0.466972057039914,0,3,-0.374409573005362,0.709746375045413,-0.153243458749768,1,0,0.696962140587202,-0.649061167484419,-0.203441080370862,-0.0589146391929091,0.67852620437566,-0.039452653927551,-0.28612219325337,-0.397371984110741,0.101318571132615
60,3,840,1995,10,"Pacific","West","Other",0,0,0,,,1,1,1,4,,,,,,,,,,,,,,40,0,0,3,4,1,6,3,1,1,0,"Did not finish HS",0.168287,0,0,0,-1.12733674839528,0.684164779269578,1,2,1,-2.23378472121307,0.372847211609909,1,1,5,-0.93819958791454,0.452050157742635,1,1,0.212692492770619,0.568754066178133,-1.02165714118807,0,0,-0.439346877008906,-0.232387143983891,-0.203441080370862,-0.943183783016864,-0.734658740298445,-1.1133253273566,-0.397335595925896,0.00152887191442893,0.101318571132615
61,3,840,1995,2,"Middle Atlantic","Northeast","Black",0,1,0,"Democrat",0,,1,1,3,,,,,,,,,,,,,,43,0,0,1,,2,3,4,1,0,0,"HS grad",0.212615,0,0,0,-1.12733674839528,0.684164779269578,,2,3,-0.58887795026,0.470000083900389,3,1,1,-1.20030030209754,0.490748010241423,,,,,-0.758950388987799,,0,,-0.149052339283785,,-0.675680541712961,-0.734658740298445,-0.198172379934435,-0.545834429703397,,-0.500915521935817
62,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,1,,1,,,,,,,,,,,,,,,69,1,0,7,,4,,7,0,0,0,"Some college",0.348148,0,0,0,-1.12733674839528,0.684164779269578,2,2,2,-1.54103484584936,0.304364701564614,1,4,5,-0.405365639467655,0.367206921171092,1,2,0.338874257656122,0.562154073339517,-0.683715744014043,0,,-0.439346877008906,0.573182634783797,,-0.599072265677917,-0.734658740298445,-0.727910116318156,-0.0954469872356589,0.087261859348337,
63,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Independent",0,,,1,1,,,,,,,,,,,,,,48,0,0,4,,3,2,8,0,0,1,"College educated",0.479833,1,0,0,-0.839208135807794,0.650680871032117,3,2,4,0.651136499523869,0.434760221540592,,5,5,-0.0227089757802067,0.409881819072404,1,2,0.338874257656122,0.562154073339517,0.0320234113979974,,1,,-0.0101609981169427,,0.129734825869092,-0.524151266051314,0.491716493164592,0.121355429621171,0.087261859348337,-0.701660219625295
64,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,77,1,0,9,4,4,9,8,0,0,1,"College educated",0.577333,0,0,1,0.125631677910071,0.702699549491361,2,4,4,1.24614257487763,0.621290673642376,,5,5,-0.0227089757802067,0.409881819072404,1,2,0.338874257656122,0.562154073339517,0.421984883665905,0,0,-0.439346877008906,0.795408780650745,-0.203441080370862,0.526816198698765,0.18076307902141,0.822751402382329,0.121355429621171,0.087261859348337,0.703552664201048
65,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,3,1,4,,,,,,,,,,,,,,65,0,0,9,2,4,9,8,0,0,1,"College educated",0.684491,0,1,1,0.413389421389005,0.748155754372448,2,2,4,0.643394440328728,0.431987986881836,7,6,7,0.57232531249316,0.335209012739238,2,1,0.909168065821029,0.679304338542695,0.634569310007981,0,0,-0.439346877008906,0.462069561850322,-0.725153578104604,0.743281982775318,0.390999595384086,0.487409155863376,0.458484987400726,0.474742506281776,0.703552664201048
66,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,79,0,0,9,9,4,9,8,0,0,1,"College educated",0.491945,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,6,8,0.362072549336628,0.392752209262004,1,3,0.451837526554453,0.570289024264847,-0.154254975792116,0,0,-0.439346877008906,0.850965317117482,1.1008401639635,-0.0599446244719173,-0.734658740298445,-0.039452653927551,0.339361732721448,0.164013666725114,0.703552664201048
67,3,840,1995,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,81,1,0,9,4,4,8,5,1,0,0,"Did not finish HS",0.5125,0,0,1,0.125631677910071,0.702699549491361,2,4,3,-0.0735633452317084,0.438387345927779,1,1,1,-1.7355264725249,0.591394744301695,2,2,1.07704355996514,0.675698282198414,-0.151603644970347,0,0,-0.439346877008906,0.906521853584219,-0.203441080370862,-0.0572448857607801,0.18076307902141,0.0885257405724691,-0.849078403545326,0.588803897347104,0.50280796651157
68,3,840,1995,10,"Pacific","West","Other",0,0,0,"Democrat",0,,,1,4,,,,,,,,,,,,,,31,0,1,3,5,,4,6,1,0,0,"HS grad",0.182454,0,0,0,-1.12733674839528,0.684164779269578,3,1,1,-2.43170573862578,0.44122251626785,1,1,5,-0.93819958791454,0.452050157742635,1,1,0.212692492770619,0.568754066178133,-1.07113739554125,,0,,-0.482391558084208,0.0574151684960099,-0.993567445824001,-0.734658740298445,-1.22343977617553,-0.397335595925896,0.00152887191442893,-0.30017082424634
69,3,840,1995,10,"Pacific","West","Other",0,0,0,"Democrat",0,3,2,1,4,,,,,,,,,,,,,,32,1,0,3,3,1,4,2,1,1,0,"Did not finish HS",0.430894,1,0,0,-0.839208135807794,0.650680871032117,,,3,-0.363060965102052,0.491501889693822,8,6,6,0.528900093745168,0.343346605330649,0,1,-0.707339238667621,0.723983984503147,-0.345177061458075,1,0,0.696962140587202,-0.454613289850839,-0.464297329237733,-0.254352557745028,-0.524151266051314,-0.0725378557203106,0.433881489616636,-0.623577845698569,-0.30017082424634
70,3,840,1995,10,"Pacific","West",,,,,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,30,1,0,3,3,3,6,7,0,0,0,"Some college",0.447129,1,0,0,-0.839208135807794,0.650680871032117,1,3,3,-0.311666814055464,0.463273419997865,1,1,6,-0.741907728068249,0.466972057039914,2,2,1.07704355996514,0.675698282198414,-0.203934779491591,0,0,-0.439346877008906,-0.510169826317576,-0.464297329237733,-0.110531479989129,-0.524151266051314,-0.0439444365423388,-0.28612219325337,0.588803897347104,0.101318571132615
71,3,840,1995,10,"Pacific","West",,,,,,,2,2,1,4,,,,,,,,,,,,,,30,0,0,3,3,3,6,7,0,0,0,"Some college",0.531296,1,0,1,0.471476466386469,0.757386361734995,1,1,2,-1.63918537907641,0.310104744311153,5,5,7,0.247411664783566,0.35013908249145,2,2,1.07704355996514,0.675698282198414,0.0391865780146934,0,0,0.128807631789148,-0.510169826317576,-0.464297329237733,0.137028777287994,0.433438133573981,-0.782516706405778,0.274398126311211,0.588803897347104,0.101318571132615
72,3,840,1995,10,"Pacific","West","White",1,0,0,"Democrat",0,1,2,1,4,,,,,,,,,,,,,,50,1,0,9,4,3,8,8,0,0,1,"College educated",0.787037,0,0,1,0.125631677910071,0.702699549491361,2,4,4,1.24614257487763,0.621290673642376,10,10,5,1.26676500821219,0.512347731035773,2,3,1.27921546321946,0.704466352955178,0.979438681054839,0,0,-0.439346877008906,0.0453955383497944,-0.203441080370862,1.09444796464984,0.18076307902141,0.822751402382329,0.85193483077306,0.726167653963756,0.50280796651157
73,3,840,1995,10,"Pacific","West","Other",0,0,0,,,,,,,,,,,,,,,,,,,,39,1,1,4,4,1,4,2,1,1,0,"Did not finish HS",0.410648,0,1,0,-0.882860183803518,0.654531176815778,1,1,3,-0.711960680209645,0.474497754547559,1,5,4,-0.429682415922101,0.409678584800894,2,,1.07525843359951,0.707772097707841,-0.237311211583939,,,,-0.26016541221726,-0.203441080370862,-0.144517297609289,-0.556043559866821,-0.26665013507488,-0.109224183364137,0.587591010394605,-0.30017082424634
74,3,840,1995,10,"Pacific","West","Other",0,0,0,"Democrat",0,,1,1,4,,,,,,,,,,,,,,24,1,1,3,5,,1,3,1,1,0,"Did not finish HS",0.429306,0,1,0,-0.882860183803518,0.654531176815778,2,2,3,-0.58958635123165,0.469927477417546,6,6,6,0.451425274585329,0.338874278007826,0,1,-0.707339238667621,0.723983984503147,-0.432090124779365,,0,,-0.676839435717788,0.0574151684960099,-0.342852476210666,-0.556043559866821,-0.198566502719149,0.389986453587371,-0.623577845698569,-0.902404917314772
75,3,840,1995,3,"South Atlantic","South","Black",0,1,0,"Independent",0,1,3,1,4,,,,,,,,,,,,,,55,0,0,2,6,2,2,3,1,1,0,"Did not finish HS",0.43625,1,0,1,0.471476466386469,0.757386361734995,1,2,3,-0.597911156774117,0.469288966577572,5,1,6,-0.33597135257651,0.419608947277564,1,1,0.212692492770619,0.568754066178133,-0.0624283875483846,0,0,-0.439346877008906,0.184286879516637,0.318271417362881,0.0335585298526099,0.433438133573981,-0.203198054162329,-0.0561301516967773,0.00152887191442893,-0.701660219625295
76,3,840,1995,3,"South Atlantic","South","Black",0,1,0,"Democrat",0,1,3,1,3,,,,,,,,,,,,,,71,1,0,0,5,0,2,3,1,1,0,"Did not finish HS",0.338333,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,1,1,-1.7355264725249,0.591394744301695,1,2,0.338874257656122,0.562154073339517,-0.70689554848208,0,0,-0.439346877008906,0.628739171250534,0.0574151684960099,-0.622675286064936,-0.734658740298445,-0.039452653927551,-0.849078403545326,0.087261859348337,-0.701660219625295
77,3,840,1995,3,"South Atlantic","South","Black",0,1,0,"Democrat",0,1,2,1,3,,,,,,,,,,,,,,38,1,0,0,4,0,2,4,1,0,0,"HS grad",0.488796,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,9,8,9,1.09767561711737,0.339303465488903,0,2,-0.508587718237694,0.705259242403882,-0.210460520044968,0,0,-0.439346877008906,-0.287943680450628,-0.203441080370862,-0.117176367245799,-0.734658740298445,-0.039452653927551,0.75613357567157,-0.488538035319067,-0.701660219625295
78,3,840,1995,3,"South Atlantic","South","Black",0,1,0,"Democrat",0,1,2,2,3,,,,,,,,,,,,,,70,1,0,7,4,,3,6,1,0,0,"HS grad",0.350602,1,0,0,-0.839208135807794,0.650680871032117,1,2,3,-0.597911156774117,0.469288966577572,1,3,1,-0.891961446964887,0.448273285348335,2,1,0.909168065821029,0.679304338542695,-0.354978168431442,0,0,-0.439346877008906,0.600960903017165,-0.203441080370862,-0.264332612927406,-0.524151266051314,-0.203198054162329,-0.37113837617216,0.474742506281776,-0.500915521935817
79,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,2,1,4,,,,,,,,,,,,,,23,0,0,5,7,2,5,8,0,0,1,"College educated",0.540556,1,1,0,-0.612234012944615,0.639568281421648,2,3,3,-0.303593230664265,0.462428387961549,1,2,6,-0.422094938380182,0.372959763774863,0,3,-0.374409573005362,0.709746375045413,-0.428082938748606,0,0,-0.439346877008906,-0.704617703951156,0.579127666229753,-0.33877212714176,-0.358323412669074,-0.039452653927551,-0.104925333703234,-0.397371984110741,-0.0994261265568622
80,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,2,2,1,3,,,,,,,,,,,,,,81,1,0,9,8,3,4,8,0,0,1,"College educated",0.327037,0,0,0,-1.12733674839528,0.684164779269578,1,3,2,-1.42890890025337,0.31262271779401,3,1,3,-0.939962739149571,0.408359173332456,2,2,1.07704355996514,0.675698282198414,-0.604791206958269,0,0,0.128807631789148,0.906521853584219,0.839983915096624,-0.518706727662606,-0.734658740298445,-0.665528228537848,-0.398334547428152,0.588803897347104,-0.30017082424634
81,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Independent",0,2,1,1,4,,,,,,,,,,,,,,44,0,0,6,3,2,8,,,,,,0.723426,1,1,0,-0.612234012944615,0.639568281421648,2,3,3,-0.303593230664265,0.462428387961549,8,7,7,0.733616302963992,0.339100903397856,1,3,0.451837526554453,0.570289024264847,0.0674066464773912,0,0,0.128807631789148,-0.121274071050417,-0.464297329237733,0.165764086602902,-0.358323412669074,-0.039452653927551,0.549867889802944,0.164013666725114,0.50280796651157
82,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,4,2,4,4,,,,,,,,,,,,,,58,0,0,5,7,1,6,8,0,0,1,"College educated",0.448658,1,0,1,0.471476466386469,0.757386361734995,2,1,4,0.62357101797796,0.432363567161177,1,5,5,-0.244221534104537,0.391797919235855,0,1,-0.707339238667621,0.723983984503147,0.0358716778980675,1,0,1.26511664938526,0.267621684216743,0.579127666229753,0.133653353861038,0.433438133573981,0.476380285587774,-0.00414730577109813,-0.623577845698569,0.101318571132615
83,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,2,3,1,3,,,,,,,,,,,,,,41,1,0,4,4,2,7,8,0,0,1,"College educated",0.579074,0,1,1,0.413389421389005,0.748155754372448,2,3,3,-0.303593230664265,0.462428387961549,5,1,5,-0.541928053325733,0.413306215501794,1,2,0.338874257656122,0.562154073339517,-0.0233144012362179,0,0,0.128807631789148,-0.204608875750522,-0.203441080370862,0.0733866577221394,0.390999595384086,-0.039452653927551,-0.172819379214743,0.087261859348337,0.302063268822093
84,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,1,1,3,,,,,,,,,,,,,,35,1,0,6,7,1,6,8,0,0,1,"College educated",0.643519,0,0,1,0.125631677910071,0.702699549491361,2,4,4,1.24614257487763,0.621290673642376,7,8,8,0.920133985660788,0.345200017468914,0,3,-0.374409573005362,0.709746375045413,0.479374666360783,0,0,-0.439346877008906,-0.371278485150734,0.579127666229753,0.585253801691562,0.18076307902141,0.822751402382329,0.655543520812547,-0.397371984110741,0.101318571132615
85,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,3,1,4,,,,,,,,,,,,,,55,1,0,5,4,1,8,8,0,0,1,"College educated",0.87037,1,1,1,0.806936696738806,0.807703825651919,2,4,4,1.24614257487763,0.621290673642376,10,1,5,-0.343259386224428,0.470703086567508,2,3,1.27921546321946,0.704466352955178,0.747258837152869,0,0,-0.439346877008906,0.184286879516637,-0.203441080370862,0.858028990683518,0.67852620437566,0.822751402382329,-0.0602593449369429,0.726167653963756,0.50280796651157
86,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,3,1,4,,,,,,,,,,,,,,28,1,0,6,7,1,7,8,0,0,1,"College educated",0.553889,1,0,1,0.471476466386469,0.757386361734995,2,2,3,-0.58958635123165,0.469927477417546,5,8,5,0.451956306897171,0.415803981505346,0,2,-0.508587718237694,0.705259242403882,-0.0436853240464261,0,0,-0.439346877008906,-0.565726362784313,0.579127666229753,0.0526438034390177,0.433438133573981,-0.198566502719149,0.39028732143984,-0.488538035319067,0.302063268822093
87,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,3,2,3,,,,,,,,,,,,,,26,1,0,3,4,2,6,8,0,0,1,"College educated",0.354954,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,7,8,0.502052392866282,0.401651952442865,0,1,-0.707339238667621,0.723983984503147,-0.409054206215221,0,0,-0.439346877008906,-0.621282899251051,-0.203441080370862,-0.31939596879047,-0.734658740298445,-0.039452653927551,0.4186703434641,-0.623577845698569,0.101318571132615
88,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Democrat",0,1,3,2,3,,,,,,,,,,,,,,40,0,0,5,4,3,8,8,0,0,1,"College educated",0.518102,0,0,1,0.125631677910071,0.702699549491361,2,4,4,1.24614257487763,0.621290673642376,2,1,2,-1.07490249431181,0.42320523555206,2,1,0.909168065821029,0.679304338542695,0.301509956074231,0,0,-0.439346877008906,-0.232387143983891,-0.203441080370862,0.404141644821833,0.18076307902141,0.822751402382329,-0.47478758699455,0.474742506281776,0.50280796651157
89,3,840,1995,6,"East North Central","Midwest","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,64,0,0,8,4,3,9,7,0,0,0,"Some college",0.671667,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,8,8,5,0.680554118982168,0.39814788075582,1,2,0.338874257656122,0.562154073339517,0.296827903090123,0,0,-0.439346877008906,0.434291293616954,-0.203441080370862,0.399374107106431,0.433438133573981,-0.039452653927551,0.519804360737218,0.087261859348337,0.703552664201048
90,3,840,1995,5,"West South Central","South","Black",0,1,0,"Republican",1,1,3,1,4,,,,,,,,,,,,,,19,0,0,6,6,1,5,3,1,1,0,"Did not finish HS",0.663024,1,0,1,0.471476466386469,0.757386361734995,2,,3,-0.363854976577057,0.491537834166327,1,9,4,-0.00963537674416406,0.558614804942227,2,2,1.07704355996514,0.675698282198414,0.293757418257598,0,0,-0.439346877008906,-0.81573077688463,0.318271417362881,0.396247561487806,0.433438133573981,-0.0729796083803817,0.128762560182332,0.588803897347104,-0.0994261265568622
91,3,840,1995,5,"West South Central","South","White",1,0,0,"Democrat",0,2,2,1,4,,,,,,,,,,,,,,46,1,0,4,1,2,6,8,0,0,1,"College educated",0.825834,0,1,1,0.413389421389005,0.748155754372448,2,3,4,0.825436691047461,0.470971794120509,10,10,10,2.03332997440672,0.518648671384036,1,3,0.451837526554453,0.570289024264847,0.930998403349409,0,0,0.128807631789148,-0.0657175345836798,-0.986009826971476,1.04512326634141,0.390999595384086,0.588689365321134,1.28624880755642,0.164013666725114,0.101318571132615
